Country,Date,Name,Runs,Balls,Batsman Profile
New Zealand,Nov 27 - Dec 1 1997,MJ Horne,31,27,https://www.espncricinfo.com/ci/content/player/37250.html
New Zealand,Nov 27 - Dec 1 1997,NJ Astle,40,37,https://www.espncricinfo.com/ci/content/player/36185.html
New Zealand,Nov 27 - Dec 1 1997,CL Cairns,18,21,https://www.espncricinfo.com/ci/content/player/36597.html
New Zealand,Nov 27 - Dec 1 1997,SP Fleming (c),0,6,https://www.espncricinfo.com/ci/content/player/37000.html
New Zealand,Nov 27 - Dec 1 1997,CD McMillan,41,59,https://www.espncricinfo.com/ci/content/player/37712.html
New Zealand,Nov 27 - Dec 1 1997,BA Young,10,27,https://www.espncricinfo.com/ci/content/player/38929.html
New Zealand,Nov 27 - Dec 1 1997,AC Parore †,41,56,https://www.espncricinfo.com/ci/content/player/38117.html
New Zealand,Nov 27 - Dec 1 1997,RG Twose,29,58,https://www.espncricinfo.com/ci/content/player/38624.html
New Zealand,Nov 27 - Dec 1 1997,DL Vettori,3,9,https://www.espncricinfo.com/ci/content/player/38710.html
New Zealand,Nov 27 - Dec 1 1997,SB Doull,1,35,https://www.espncricinfo.com/ci/content/player/36835.html
New Zealand,Nov 27 - Dec 1 1997,SB O'Connor,0,31,https://www.espncricinfo.com/ci/content/player/38060.html
