Country,Date,Name,Runs,Balls,Batsman Profile
Bangladesh,Sep 4-7 2017,Tamim Iqbal,12,38,https://www.espncricinfo.com/ci/content/player/56194.html
Bangladesh,Sep 4-7 2017,Soumya Sarkar,9,16,https://www.espncricinfo.com/ci/content/player/436677.html
Bangladesh,Sep 4-7 2017,Imrul Kayes,15,35,https://www.espncricinfo.com/ci/content/player/280734.html
Bangladesh,Sep 4-7 2017,Nasir Hossain,5,18,https://www.espncricinfo.com/ci/content/player/300618.html
Bangladesh,Sep 4-7 2017,Shakib Al Hasan,2,8,https://www.espncricinfo.com/ci/content/player/56143.html
Bangladesh,Sep 4-7 2017,Mushfiqur Rahim (c) †,31,103,https://www.espncricinfo.com/ci/content/player/56029.html
Bangladesh,Sep 4-7 2017,Sabbir Rahman,24,59,https://www.espncricinfo.com/ci/content/player/373538.html
Bangladesh,Sep 4-7 2017,Mominul Haque,29,61,https://www.espncricinfo.com/ci/content/player/373696.html
Bangladesh,Sep 4-7 2017,Mehidy Hasan Miraz,14,54,https://www.espncricinfo.com/ci/content/player/629063.html
Bangladesh,Sep 4-7 2017,Taijul Islam,4,32,https://www.espncricinfo.com/ci/content/player/401057.html
Bangladesh,Sep 4-7 2017,Mustafizur Rahman,0,4,https://www.espncricinfo.com/ci/content/player/330902.html
