Country,Date,Name,Runs,Balls,Batsman Profile
Australia,May 22-26 2008,PA Jaques,4,5,https://www.espncricinfo.com/ci/content/player/6060.html
Australia,May 22-26 2008,SM Katich,1,22,https://www.espncricinfo.com/ci/content/player/6128.html
Australia,May 22-26 2008,RT Ponting (c),5,7,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,May 22-26 2008,MEK Hussey,1,15,https://www.espncricinfo.com/ci/content/player/5939.html
Australia,May 22-26 2008,MG Johnson,4,13,https://www.espncricinfo.com/ci/content/player/6033.html
Australia,May 22-26 2008,BJ Hodge,27,53,https://www.espncricinfo.com/ci/content/player/5674.html
Australia,May 22-26 2008,A Symonds,79,118,https://www.espncricinfo.com/ci/content/player/7702.html
Australia,May 22-26 2008,BJ Haddin †,23,76,https://www.espncricinfo.com/ci/content/player/5560.html
Australia,May 22-26 2008,B Lee,9,31,https://www.espncricinfo.com/ci/content/player/6278.html
Australia,May 22-26 2008,SR Clark,1,1,https://www.espncricinfo.com/ci/content/player/4582.html
Australia,May 22-26 2008,SCG MacGill,0,1,https://www.espncricinfo.com/ci/content/player/6441.html
