Country,Date,Name,Runs,Balls,Batsman Profile
South Africa,Mar 1-5 2018,AK Markram,143,218,https://www.espncricinfo.com/ci/content/player/600498.html
South Africa,Mar 1-5 2018,D Elgar,9,20,https://www.espncricinfo.com/ci/content/player/230852.html
South Africa,Mar 1-5 2018,HM Amla,8,19,https://www.espncricinfo.com/ci/content/player/43906.html
South Africa,Mar 1-5 2018,AB de Villiers,0,1,https://www.espncricinfo.com/ci/content/player/44936.html
South Africa,Mar 1-5 2018,F du Plessis (c),4,8,https://www.espncricinfo.com/ci/content/player/44828.html
South Africa,Mar 1-5 2018,TB de Bruyn,36,84,https://www.espncricinfo.com/ci/content/player/486672.html
South Africa,Mar 1-5 2018,Q de Kock †,83,149,https://www.espncricinfo.com/ci/content/player/379143.html
South Africa,Mar 1-5 2018,VD Philander,6,16,https://www.espncricinfo.com/ci/content/player/46945.html
South Africa,Mar 1-5 2018,KA Maharaj,0,3,https://www.espncricinfo.com/ci/content/player/267724.html
South Africa,Mar 1-5 2018,K Rabada,0,1,https://www.espncricinfo.com/ci/content/player/550215.html
South Africa,Mar 1-5 2018,M Morkel,3,38,https://www.espncricinfo.com/ci/content/player/46538.html
