Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Jan 2-6 2008,PA Jaques,0,9,https://www.espncricinfo.com/ci/content/player/6060.html
Australia,Jan 2-6 2008,ML Hayden,13,26,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Jan 2-6 2008,RT Ponting (c),55,69,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Jan 2-6 2008,MEK Hussey,41,79,https://www.espncricinfo.com/ci/content/player/5939.html
Australia,Jan 2-6 2008,MJ Clarke,1,4,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Jan 2-6 2008,A Symonds,162,226,https://www.espncricinfo.com/ci/content/player/7702.html
Australia,Jan 2-6 2008,AC Gilchrist †,7,8,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Jan 2-6 2008,GB Hogg,79,102,https://www.espncricinfo.com/ci/content/player/5681.html
Australia,Jan 2-6 2008,B Lee,59,121,https://www.espncricinfo.com/ci/content/player/6278.html
Australia,Jan 2-6 2008,MG Johnson,28,30,https://www.espncricinfo.com/ci/content/player/6033.html
Australia,Jan 2-6 2008,SR Clark,0,4,https://www.espncricinfo.com/ci/content/player/4582.html
