Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Nov 22-26 2012,EJM Cowan,29,50,https://www.espncricinfo.com/ci/content/player/4531.html
Australia,Nov 22-26 2012,DA Warner,41,60,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Nov 22-26 2012,RJ Quiney,0,2,https://www.espncricinfo.com/ci/content/player/211854.html
Australia,Nov 22-26 2012,RT Ponting,16,34,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Nov 22-26 2012,MJ Clarke (c),38,61,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Nov 22-26 2012,PM Siddle,1,16,https://www.espncricinfo.com/ci/content/player/7898.html
Australia,Nov 22-26 2012,MEK Hussey,54,95,https://www.espncricinfo.com/ci/content/player/5939.html
Australia,Nov 22-26 2012,MS Wade †,18,50,https://www.espncricinfo.com/ci/content/player/230193.html
Australia,Nov 22-26 2012,JL Pattinson,29,42,https://www.espncricinfo.com/ci/content/player/272465.html
Australia,Nov 22-26 2012,BW Hilfenhaus,18,19,https://www.espncricinfo.com/ci/content/player/5941.html
