Country,Date,Name,Overs,Maidens,Runs,Wickets,Bowler Profile
Australia,Jun 3-5 2015,JE Taylor,3,0,22,1,https://www.espncricinfo.com/ci/content/player/53191.html
Australia,Jun 3-5 2015,ST Gabriel,2,0,25,0,https://www.espncricinfo.com/ci/content/player/446101.html
