Country,Date,Name,Runs,Balls,Batsman Profile
Sri Lanka,Aug 28 - Sep 2 1992,RS Mahanama,14,33,https://www.espncricinfo.com/ci/content/player/49626.html
Sri Lanka,Aug 28 - Sep 2 1992,UC Hathurusingha,67,157,https://www.espncricinfo.com/ci/content/player/49125.html
Sri Lanka,Aug 28 - Sep 2 1992,AP Gurusinha,29,51,https://www.espncricinfo.com/ci/content/player/49005.html
Sri Lanka,Aug 28 - Sep 2 1992,PA de Silva,85,188,https://www.espncricinfo.com/ci/content/player/48462.html
Sri Lanka,Aug 28 - Sep 2 1992,A Ranatunga (c),18,36,https://www.espncricinfo.com/ci/content/player/50244.html
Sri Lanka,Aug 28 - Sep 2 1992,ST Jayasuriya,19,32,https://www.espncricinfo.com/ci/content/player/49209.html
Sri Lanka,Aug 28 - Sep 2 1992,RS Kaluwitharana †,1,7,https://www.espncricinfo.com/ci/content/player/49361.html
Sri Lanka,Aug 28 - Sep 2 1992,CPH Ramanayake,8,21,https://www.espncricinfo.com/ci/content/player/50240.html
Sri Lanka,Aug 28 - Sep 2 1992,DK Liyanage,4,33,https://www.espncricinfo.com/ci/content/player/49554.html
Sri Lanka,Aug 28 - Sep 2 1992,SD Anurasiri,2,10,https://www.espncricinfo.com/ci/content/player/48120.html
Sri Lanka,Aug 28 - Sep 2 1992,M Muralitharan,0,2,https://www.espncricinfo.com/ci/content/player/49636.html
