Country,Date,Name,Runs,Balls,Batsman Profile
West Indies,Nov 23-25 2000,SL Campbell,0,4,https://www.espncricinfo.com/ci/content/player/51462.html
West Indies,Nov 23-25 2000,D Ganga,8,48,https://www.espncricinfo.com/ci/content/player/51872.html
West Indies,Nov 23-25 2000,BC Lara,4,9,https://www.espncricinfo.com/ci/content/player/52337.html
West Indies,Nov 23-25 2000,S Chanderpaul,62,157,https://www.espncricinfo.com/ci/content/player/51469.html
West Indies,Nov 23-25 2000,JC Adams (c),16,55,https://www.espncricinfo.com/ci/content/player/51100.html
West Indies,Nov 23-25 2000,RR Sarwan,0,4,https://www.espncricinfo.com/ci/content/player/52969.html
West Indies,Nov 23-25 2000,RD Jacobs †,4,19,https://www.espncricinfo.com/ci/content/player/52199.html
West Indies,Nov 23-25 2000,NAM McLean,13,24,https://www.espncricinfo.com/ci/content/player/52430.html
West Indies,Nov 23-25 2000,M Dillon,0,18,https://www.espncricinfo.com/ci/content/player/51651.html
West Indies,Nov 23-25 2000,MI Black,2,12,https://www.espncricinfo.com/ci/content/player/51228.html
West Indies,Nov 23-25 2000,CA Walsh,0,2,https://www.espncricinfo.com/ci/content/player/53216.html
