Country,Date,Name,Runs,Balls,Batsman Profile
West Indies,Dec 4-8 2009,CH Gayle (c),165,285,https://www.espncricinfo.com/ci/content/player/51880.html
West Indies,Dec 4-8 2009,AB Barath,17,37,https://www.espncricinfo.com/ci/content/player/274926.html
West Indies,Dec 4-8 2009,RR Sarwan,7,9,https://www.espncricinfo.com/ci/content/player/52969.html
West Indies,Dec 4-8 2009,S Chanderpaul,27,88,https://www.espncricinfo.com/ci/content/player/51469.html
West Indies,Dec 4-8 2009,BP Nash,24,70,https://www.espncricinfo.com/ci/content/player/6950.html
West Indies,Dec 4-8 2009,DJ Bravo,22,54,https://www.espncricinfo.com/ci/content/player/51439.html
West Indies,Dec 4-8 2009,D Ramdin †,0,2,https://www.espncricinfo.com/ci/content/player/52917.html
West Indies,Dec 4-8 2009,DJG Sammy,10,18,https://www.espncricinfo.com/ci/content/player/53115.html
West Indies,Dec 4-8 2009,SJ Benn,5,11,https://www.espncricinfo.com/ci/content/player/51248.html
West Indies,Dec 4-8 2009,R Rampaul,14,21,https://www.espncricinfo.com/ci/content/player/52912.html
West Indies,Dec 4-8 2009,KAJ Roach,8,10,https://www.espncricinfo.com/ci/content/player/230553.html
