Country,Date,Name,Runs,Balls,Batsman Profile
England,Jan 3-7 2011,AJ Strauss (c),60,58,https://www.espncricinfo.com/ci/content/player/20387.html
England,Jan 3-7 2011,AN Cook,189,342,https://www.espncricinfo.com/ci/content/player/11728.html
England,Jan 3-7 2011,IJL Trott,0,6,https://www.espncricinfo.com/ci/content/player/47623.html
England,Jan 3-7 2011,KP Pietersen,36,70,https://www.espncricinfo.com/ci/content/player/19296.html
England,Jan 3-7 2011,JM Anderson,7,35,https://www.espncricinfo.com/ci/content/player/8608.html
England,Jan 3-7 2011,PD Collingwood,13,41,https://www.espncricinfo.com/ci/content/player/10772.html
England,Jan 3-7 2011,IR Bell,115,232,https://www.espncricinfo.com/ci/content/player/9062.html
England,Jan 3-7 2011,MJ Prior †,118,130,https://www.espncricinfo.com/ci/content/player/18675.html
England,Jan 3-7 2011,TT Bresnan,35,103,https://www.espncricinfo.com/ci/content/player/9310.html
England,Jan 3-7 2011,GP Swann,36,26,https://www.espncricinfo.com/ci/content/player/20431.html
England,Jan 3-7 2011,CT Tremlett,12,28,https://www.espncricinfo.com/ci/content/player/21650.html
