Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Mar 8-12 2004,JL Langer,12,36,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Mar 8-12 2004,ML Hayden,41,46,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Mar 8-12 2004,RT Ponting (c),21,39,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Mar 8-12 2004,DR Martyn,42,81,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Mar 8-12 2004,DS Lehmann,63,113,https://www.espncricinfo.com/ci/content/player/6285.html
Australia,Mar 8-12 2004,A Symonds,0,15,https://www.espncricinfo.com/ci/content/player/7702.html
Australia,Mar 8-12 2004,AC Gilchrist †,4,7,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Mar 8-12 2004,SK Warne,23,63,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Mar 8-12 2004,JN Gillespie,4,7,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Mar 8-12 2004,MS Kasprowicz,1,3,https://www.espncricinfo.com/ci/content/player/6126.html
Australia,Mar 8-12 2004,SCG MacGill,0,1,https://www.espncricinfo.com/ci/content/player/6441.html
