Country,Date,Name,Runs,Balls,Batsman Profile
Sri Lanka,Mar 8-12 2004,MS Atapattu,47,113,https://www.espncricinfo.com/ci/content/player/48124.html
Sri Lanka,Mar 8-12 2004,ST Jayasuriya,35,56,https://www.espncricinfo.com/ci/content/player/49209.html
Sri Lanka,Mar 8-12 2004,KC Sangakkara †,22,40,https://www.espncricinfo.com/ci/content/player/50710.html
Sri Lanka,Mar 8-12 2004,DPMD Jayawardene,68,102,https://www.espncricinfo.com/ci/content/player/49289.html
Sri Lanka,Mar 8-12 2004,TM Dilshan,104,188,https://www.espncricinfo.com/ci/content/player/48472.html
Sri Lanka,Mar 8-12 2004,HP Tillakaratne (c),33,97,https://www.espncricinfo.com/ci/content/player/50744.html
Sri Lanka,Mar 8-12 2004,TT Samaraweera,36,120,https://www.espncricinfo.com/ci/content/player/50424.html
Sri Lanka,Mar 8-12 2004,UDU Chandana,27,81,https://www.espncricinfo.com/ci/content/player/48369.html
Sri Lanka,Mar 8-12 2004,WPUJC Vaas,0,9,https://www.espncricinfo.com/ci/content/player/50804.html
Sri Lanka,Mar 8-12 2004,HDPK Dharmasena,6,13,https://www.espncricinfo.com/ci/content/player/48469.html
Sri Lanka,Mar 8-12 2004,M Muralitharan,0,2,https://www.espncricinfo.com/ci/content/player/49636.html
