Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Jan 2-5 2007,JL Langer,26,27,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Jan 2-5 2007,ML Hayden,33,77,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Jan 2-5 2007,RT Ponting (c),45,72,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Jan 2-5 2007,MEK Hussey,37,100,https://www.espncricinfo.com/ci/content/player/5939.html
Australia,Jan 2-5 2007,MJ Clarke,11,24,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Jan 2-5 2007,A Symonds,48,95,https://www.espncricinfo.com/ci/content/player/7702.html
Australia,Jan 2-5 2007,AC Gilchrist †,62,72,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Jan 2-5 2007,SK Warne,71,65,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Jan 2-5 2007,B Lee,5,10,https://www.espncricinfo.com/ci/content/player/6278.html
Australia,Jan 2-5 2007,SR Clark,35,41,https://www.espncricinfo.com/ci/content/player/4582.html
Australia,Jan 2-5 2007,GD McGrath,0,3,https://www.espncricinfo.com/ci/content/player/6565.html
