Country,Date,Name,Runs,Balls,Batsman Profile
Pakistan,Oct 22-26 2014,Ahmed Shehzad,3,9,https://www.espncricinfo.com/ci/content/player/259410.html
Pakistan,Oct 22-26 2014,Mohammad Hafeez,0,2,https://www.espncricinfo.com/ci/content/player/41434.html
Pakistan,Oct 22-26 2014,Azhar Ali,53,167,https://www.espncricinfo.com/ci/content/player/39037.html
Pakistan,Oct 22-26 2014,Younis Khan,106,223,https://www.espncricinfo.com/ci/content/player/43652.html
Pakistan,Oct 22-26 2014,Misbah-ul-Haq (c),69,182,https://www.espncricinfo.com/ci/content/player/41378.html
Pakistan,Oct 22-26 2014,Asad Shafiq,89,151,https://www.espncricinfo.com/ci/content/player/316397.html
Pakistan,Oct 22-26 2014,Sarfaraz Ahmed †,109,105,https://www.espncricinfo.com/ci/content/player/227760.html
Pakistan,Oct 22-26 2014,Yasir Shah,2,15,https://www.espncricinfo.com/ci/content/player/43685.html
Pakistan,Oct 22-26 2014,Zulfiqar Babar,7,14,https://www.espncricinfo.com/ci/content/player/43871.html
Pakistan,Oct 22-26 2014,Rahat Ali,0,2,https://www.espncricinfo.com/ci/content/player/323244.html
Pakistan,Oct 22-26 2014,Imran Khan,0,0,https://www.espncricinfo.com/ci/content/player/316363.html
