Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Oct 22-26 2014,CJL Rogers,43,131,https://www.espncricinfo.com/ci/content/player/7388.html
Australia,Oct 22-26 2014,DA Warner,29,27,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Oct 22-26 2014,AJ Doolan,0,5,https://www.espncricinfo.com/ci/content/player/233648.html
Australia,Oct 22-26 2014,MJ Clarke (c),3,9,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Oct 22-26 2014,NM Lyon,0,3,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Oct 22-26 2014,SPD Smith,55,175,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Oct 22-26 2014,MR Marsh,3,8,https://www.espncricinfo.com/ci/content/player/272450.html
Australia,Oct 22-26 2014,BJ Haddin †,0,10,https://www.espncricinfo.com/ci/content/player/5560.html
Australia,Oct 22-26 2014,MG Johnson,61,127,https://www.espncricinfo.com/ci/content/player/6033.html
Australia,Oct 22-26 2014,PM Siddle,15,48,https://www.espncricinfo.com/ci/content/player/7898.html
Australia,Oct 22-26 2014,SNJ O'Keefe,0,6,https://www.espncricinfo.com/ci/content/player/7069.html
