Country,Date,Name,Runs,Balls,Batsman Profile
New Zealand,Nov 18-21 2004,MH Richardson,4,7,https://www.espncricinfo.com/ci/content/player/38251.html
New Zealand,Nov 18-21 2004,MS Sinclair,0,10,https://www.espncricinfo.com/ci/content/player/38393.html
New Zealand,Nov 18-21 2004,SP Fleming (c),11,18,https://www.espncricinfo.com/ci/content/player/37000.html
New Zealand,Nov 18-21 2004,SB Styris,7,41,https://www.espncricinfo.com/ci/content/player/38407.html
New Zealand,Nov 18-21 2004,NJ Astle,17,39,https://www.espncricinfo.com/ci/content/player/36185.html
New Zealand,Nov 18-21 2004,CD McMillan,9,48,https://www.espncricinfo.com/ci/content/player/37712.html
New Zealand,Nov 18-21 2004,JDP Oram,8,23,https://www.espncricinfo.com/ci/content/player/38062.html
New Zealand,Nov 18-21 2004,BB McCullum †,8,12,https://www.espncricinfo.com/ci/content/player/37737.html
New Zealand,Nov 18-21 2004,DL Vettori,2,10,https://www.espncricinfo.com/ci/content/player/38710.html
New Zealand,Nov 18-21 2004,KD Mills,4,7,https://www.espncricinfo.com/ci/content/player/37740.html
New Zealand,Nov 18-21 2004,CS Martin,0,7,https://www.espncricinfo.com/ci/content/player/37700.html
