Country,Date,Name,Runs,Balls,Batsman Profile
New Zealand,Dec 12-15 2019,JA Raval,1,7,https://www.espncricinfo.com/ci/content/player/277914.html
New Zealand,Dec 12-15 2019,TWM Latham,0,2,https://www.espncricinfo.com/ci/content/player/388802.html
New Zealand,Dec 12-15 2019,KS Williamson (c),34,70,https://www.espncricinfo.com/ci/content/player/277906.html
New Zealand,Dec 12-15 2019,LRPL Taylor,80,134,https://www.espncricinfo.com/ci/content/player/38699.html
New Zealand,Dec 12-15 2019,HM Nicholls,7,18,https://www.espncricinfo.com/ci/content/player/539511.html
New Zealand,Dec 12-15 2019,N Wagner,0,1,https://www.espncricinfo.com/ci/content/player/233713.html
New Zealand,Dec 12-15 2019,BJ Watling †,8,29,https://www.espncricinfo.com/ci/content/player/38924.html
New Zealand,Dec 12-15 2019,C de Grandhomme,23,21,https://www.espncricinfo.com/ci/content/player/55395.html
New Zealand,Dec 12-15 2019,MJ Santner,2,19,https://www.espncricinfo.com/ci/content/player/502714.html
New Zealand,Dec 12-15 2019,TG Southee,8,29,https://www.espncricinfo.com/ci/content/player/232364.html
New Zealand,Dec 12-15 2019,LH Ferguson,0,2,https://www.espncricinfo.com/ci/content/player/493773.html
