Country,Date,Name,Overs,Maidens,Runs,Wickets,Bowler Profile
Australia,Dec 12-15 2019,TG Southee,21.1,6,69,5,https://www.espncricinfo.com/ci/content/player/232364.html
Australia,Dec 12-15 2019,C de Grandhomme,17,2,47,1,https://www.espncricinfo.com/ci/content/player/55395.html
Australia,Dec 12-15 2019,N Wagner,23,4,59,3,https://www.espncricinfo.com/ci/content/player/233713.html
Australia,Dec 12-15 2019,MJ Santner,8,0,35,0,https://www.espncricinfo.com/ci/content/player/502714.html
