Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Dec 16-19 2010,SR Watson,13,40,https://www.espncricinfo.com/ci/content/player/8180.html
Australia,Dec 16-19 2010,PJ Hughes,2,6,https://www.espncricinfo.com/ci/content/player/272364.html
Australia,Dec 16-19 2010,RT Ponting (c),12,10,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Dec 16-19 2010,MJ Clarke,4,10,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Dec 16-19 2010,MEK Hussey,61,104,https://www.espncricinfo.com/ci/content/player/5939.html
Australia,Dec 16-19 2010,SPD Smith,7,37,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Dec 16-19 2010,BJ Haddin †,53,80,https://www.espncricinfo.com/ci/content/player/5560.html
Australia,Dec 16-19 2010,MG Johnson,62,93,https://www.espncricinfo.com/ci/content/player/6033.html
Australia,Dec 16-19 2010,RJ Harris,3,5,https://www.espncricinfo.com/ci/content/player/5779.html
Australia,Dec 16-19 2010,PM Siddle,35,59,https://www.espncricinfo.com/ci/content/player/7898.html
Australia,Dec 16-19 2010,BW Hilfenhaus,13,12,https://www.espncricinfo.com/ci/content/player/5941.html
