Country,Date,Name,Runs,Balls,Batsman Profile
West Indies,Apr 7-11 2012,AB Barath,2,9,https://www.espncricinfo.com/ci/content/player/274926.html
West Indies,Apr 7-11 2012,KC Brathwaite,0,7,https://www.espncricinfo.com/ci/content/player/348024.html
West Indies,Apr 7-11 2012,KA Edwards,1,7,https://www.espncricinfo.com/ci/content/player/51786.html
West Indies,Apr 7-11 2012,DM Bravo,32,78,https://www.espncricinfo.com/ci/content/player/277472.html
West Indies,Apr 7-11 2012,S Chanderpaul,12,21,https://www.espncricinfo.com/ci/content/player/51469.html
West Indies,Apr 7-11 2012,N Deonarine,21,104,https://www.espncricinfo.com/ci/content/player/51659.html
West Indies,Apr 7-11 2012,CS Baugh †,23,48,https://www.espncricinfo.com/ci/content/player/51446.html
West Indies,Apr 7-11 2012,DJG Sammy (c),14,34,https://www.espncricinfo.com/ci/content/player/53115.html
West Indies,Apr 7-11 2012,KAJ Roach,25,49,https://www.espncricinfo.com/ci/content/player/230553.html
West Indies,Apr 7-11 2012,FH Edwards,3,17,https://www.espncricinfo.com/ci/content/player/51782.html
West Indies,Apr 7-11 2012,D Bishoo,7,27,https://www.espncricinfo.com/ci/content/player/341593.html
