Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Aug 5-9 1993,MA Taylor,19,80,https://www.espncricinfo.com/ci/content/player/7924.html
Australia,Aug 5-9 1993,MJ Slater,22,60,https://www.espncricinfo.com/ci/content/player/7629.html
Australia,Aug 5-9 1993,DC Boon,0,13,https://www.espncricinfo.com/ci/content/player/4169.html
Australia,Aug 5-9 1993,ME Waugh,137,219,https://www.espncricinfo.com/ci/content/player/8189.html
Australia,Aug 5-9 1993,AR Border (c),3,9,https://www.espncricinfo.com/ci/content/player/4174.html
Australia,Aug 5-9 1993,SR Waugh,59,175,https://www.espncricinfo.com/ci/content/player/8192.html
Australia,Aug 5-9 1993,IA Healy †,80,107,https://www.espncricinfo.com/ci/content/player/5628.html
Australia,Aug 5-9 1993,MG Hughes,38,102,https://www.espncricinfo.com/ci/content/player/5726.html
Australia,Aug 5-9 1993,PR Reiffel,20,89,https://www.espncricinfo.com/ci/content/player/7326.html
Australia,Aug 5-9 1993,SK Warne,10,30,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Aug 5-9 1993,TBA May,3,17,https://www.espncricinfo.com/ci/content/player/6534.html
