Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Dec 2-6 2017,CT Bancroft,4,8,https://www.espncricinfo.com/ci/content/player/501011.html
Australia,Dec 2-6 2017,DA Warner,14,60,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Dec 2-6 2017,UT Khawaja,20,49,https://www.espncricinfo.com/ci/content/player/215155.html
Australia,Dec 2-6 2017,SPD Smith (c),6,12,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Dec 2-6 2017,PSP Handscomb,12,42,https://www.espncricinfo.com/ci/content/player/334337.html
Australia,Dec 2-6 2017,NM Lyon,14,30,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Dec 2-6 2017,SE Marsh,19,60,https://www.espncricinfo.com/ci/content/player/6683.html
Australia,Dec 2-6 2017,TD Paine †,11,27,https://www.espncricinfo.com/ci/content/player/7252.html
Australia,Dec 2-6 2017,MA Starc,20,25,https://www.espncricinfo.com/ci/content/player/311592.html
Australia,Dec 2-6 2017,PJ Cummins,11,28,https://www.espncricinfo.com/ci/content/player/489889.html
Australia,Dec 2-6 2017,JR Hazlewood,3,7,https://www.espncricinfo.com/ci/content/player/288284.html
