Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Dec 26-30 2014,CJL Rogers,57,126,https://www.espncricinfo.com/ci/content/player/7388.html
Australia,Dec 26-30 2014,DA Warner,0,6,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Dec 26-30 2014,SR Watson,52,89,https://www.espncricinfo.com/ci/content/player/8180.html
Australia,Dec 26-30 2014,SPD Smith (c),192,305,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Dec 26-30 2014,SE Marsh,32,83,https://www.espncricinfo.com/ci/content/player/6683.html
Australia,Dec 26-30 2014,JA Burns,13,27,https://www.espncricinfo.com/ci/content/player/326632.html
Australia,Dec 26-30 2014,BJ Haddin †,55,84,https://www.espncricinfo.com/ci/content/player/5560.html
Australia,Dec 26-30 2014,MG Johnson,28,37,https://www.espncricinfo.com/ci/content/player/6033.html
Australia,Dec 26-30 2014,RJ Harris,74,88,https://www.espncricinfo.com/ci/content/player/5779.html
Australia,Dec 26-30 2014,NM Lyon,11,15,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Dec 26-30 2014,JR Hazlewood,0,0,https://www.espncricinfo.com/ci/content/player/288284.html
