Country,Date,Name,Runs,Balls,Batsman Profile
Sri Lanka,Dec 8-11 1995,RS Mahanama,48,97,https://www.espncricinfo.com/ci/content/player/49626.html
Sri Lanka,Dec 8-11 1995,UC Hathurusingha,11,24,https://www.espncricinfo.com/ci/content/player/49125.html
Sri Lanka,Dec 8-11 1995,AP Gurusinha,7,17,https://www.espncricinfo.com/ci/content/player/49005.html
Sri Lanka,Dec 8-11 1995,PA de Silva,20,35,https://www.espncricinfo.com/ci/content/player/48462.html
Sri Lanka,Dec 8-11 1995,A Ranatunga (c),46,64,https://www.espncricinfo.com/ci/content/player/50244.html
Sri Lanka,Dec 8-11 1995,HP Tillakaratne,119,206,https://www.espncricinfo.com/ci/content/player/50744.html
Sri Lanka,Dec 8-11 1995,RS Kaluwitharana †,40,42,https://www.espncricinfo.com/ci/content/player/49361.html
Sri Lanka,Dec 8-11 1995,HDPK Dharmasena,18,63,https://www.espncricinfo.com/ci/content/player/48469.html
Sri Lanka,Dec 8-11 1995,WPUJC Vaas,4,19,https://www.espncricinfo.com/ci/content/player/50804.html
Sri Lanka,Dec 8-11 1995,GP Wickramasinghe,0,3,https://www.espncricinfo.com/ci/content/player/50848.html
Sri Lanka,Dec 8-11 1995,M Muralitharan,3,4,https://www.espncricinfo.com/ci/content/player/49636.html
