Country,Date,Name,Runs,Balls,Batsman Profile
West Indies,Apr 3-7 1999,SL Campbell,8,46,https://www.espncricinfo.com/ci/content/player/51462.html
West Indies,Apr 3-7 1999,AFG Griffith,9,37,https://www.espncricinfo.com/ci/content/player/51905.html
West Indies,Apr 3-7 1999,DRE Joseph,28,104,https://www.espncricinfo.com/ci/content/player/52204.html
West Indies,Apr 3-7 1999,BC Lara (c),100,84,https://www.espncricinfo.com/ci/content/player/52337.html
West Indies,Apr 3-7 1999,CL Hooper,47,99,https://www.espncricinfo.com/ci/content/player/52066.html
West Indies,Apr 3-7 1999,JC Adams,0,11,https://www.espncricinfo.com/ci/content/player/51100.html
West Indies,Apr 3-7 1999,RD Jacobs †,4,29,https://www.espncricinfo.com/ci/content/player/52199.html
West Indies,Apr 3-7 1999,NO Perry,6,27,https://www.espncricinfo.com/ci/content/player/52675.html
West Indies,Apr 3-7 1999,CEL Ambrose,0,4,https://www.espncricinfo.com/ci/content/player/51107.html
West Indies,Apr 3-7 1999,CD Collymore,11,15,https://www.espncricinfo.com/ci/content/player/51481.html
West Indies,Apr 3-7 1999,CA Walsh,3,8,https://www.espncricinfo.com/ci/content/player/53216.html
