Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Apr 3-7 1999,MJ Slater,33,84,https://www.espncricinfo.com/ci/content/player/7629.html
Australia,Apr 3-7 1999,GS Blewett,32,117,https://www.espncricinfo.com/ci/content/player/4161.html
Australia,Apr 3-7 1999,JL Langer,51,102,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Apr 3-7 1999,ME Waugh,11,33,https://www.espncricinfo.com/ci/content/player/8189.html
Australia,Apr 3-7 1999,SR Waugh (c),72,166,https://www.espncricinfo.com/ci/content/player/8192.html
Australia,Apr 3-7 1999,RT Ponting,21,72,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Apr 3-7 1999,IA Healy †,6,32,https://www.espncricinfo.com/ci/content/player/5628.html
Australia,Apr 3-7 1999,AC Dale,1,7,https://www.espncricinfo.com/ci/content/player/4890.html
Australia,Apr 3-7 1999,SCG MacGill,4,20,https://www.espncricinfo.com/ci/content/player/6441.html
Australia,Apr 3-7 1999,CR Miller,43,38,https://www.espncricinfo.com/ci/content/player/6607.html
Australia,Apr 3-7 1999,GD McGrath,5,18,https://www.espncricinfo.com/ci/content/player/6565.html
