Country,Date,Name,Runs,Balls,Batsman Profile
England,Aug 7-9 2009,AJ Strauss (c),32,78,https://www.espncricinfo.com/ci/content/player/20387.html
England,Aug 7-9 2009,AN Cook,30,84,https://www.espncricinfo.com/ci/content/player/11728.html
England,Aug 7-9 2009,RS Bopara,0,1,https://www.espncricinfo.com/ci/content/player/10582.html
England,Aug 7-9 2009,IR Bell,3,12,https://www.espncricinfo.com/ci/content/player/9062.html
England,Aug 7-9 2009,PD Collingwood,4,10,https://www.espncricinfo.com/ci/content/player/10772.html
England,Aug 7-9 2009,JM Anderson,4,10,https://www.espncricinfo.com/ci/content/player/8608.html
England,Aug 7-9 2009,MJ Prior †,22,29,https://www.espncricinfo.com/ci/content/player/18675.html
England,Aug 7-9 2009,SCJ Broad,61,49,https://www.espncricinfo.com/ci/content/player/10617.html
England,Aug 7-9 2009,GP Swann,62,72,https://www.espncricinfo.com/ci/content/player/20431.html
England,Aug 7-9 2009,SJ Harmison,19,28,https://www.espncricinfo.com/ci/content/player/14054.html
England,Aug 7-9 2009,G Onions,0,7,https://www.espncricinfo.com/ci/content/player/18389.html
