Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Oct 6-10 2004,JL Langer,0,4,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Oct 6-10 2004,ML Hayden,30,53,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Oct 6-10 2004,SM Katich,39,69,https://www.espncricinfo.com/ci/content/player/6128.html
Australia,Oct 6-10 2004,DR Martyn,45,139,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Oct 6-10 2004,DS Lehmann,14,18,https://www.espncricinfo.com/ci/content/player/6285.html
Australia,Oct 6-10 2004,MJ Clarke,17,54,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Oct 6-10 2004,AC Gilchrist (c) †,26,39,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Oct 6-10 2004,SK Warne,31,49,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Oct 6-10 2004,JN Gillespie,8,23,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Oct 6-10 2004,MS Kasprowicz,8,13,https://www.espncricinfo.com/ci/content/player/6126.html
Australia,Oct 6-10 2004,GD McGrath,3,11,https://www.espncricinfo.com/ci/content/player/6565.html
