Country,Date,Name,Runs,Balls,Batsman Profile
England,Jul 29-31 2015,A Lyth,10,30,https://www.espncricinfo.com/ci/content/player/251721.html
England,Jul 29-31 2015,AN Cook (c),34,48,https://www.espncricinfo.com/ci/content/player/11728.html
England,Jul 29-31 2015,IR Bell,53,56,https://www.espncricinfo.com/ci/content/player/9062.html
England,Jul 29-31 2015,JE Root,63,75,https://www.espncricinfo.com/ci/content/player/303669.html
England,Jul 29-31 2015,JM Bairstow,5,12,https://www.espncricinfo.com/ci/content/player/297433.html
England,Jul 29-31 2015,BA Stokes,0,2,https://www.espncricinfo.com/ci/content/player/311158.html
England,Jul 29-31 2015,JC Buttler †,9,38,https://www.espncricinfo.com/ci/content/player/308967.html
England,Jul 29-31 2015,MM Ali,59,78,https://www.espncricinfo.com/ci/content/player/8917.html
England,Jul 29-31 2015,SCJ Broad,31,55,https://www.espncricinfo.com/ci/content/player/10617.html
England,Jul 29-31 2015,ST Finn,0,7,https://www.espncricinfo.com/ci/content/player/210283.html
England,Jul 29-31 2015,JM Anderson,3,2,https://www.espncricinfo.com/ci/content/player/8608.html
