Country,Date,Name,Runs,Balls,Batsman Profile
West Indies,Nov 29 - Dec 3 1996,SL Campbell,15,49,https://www.espncricinfo.com/ci/content/player/51462.html
West Indies,Nov 29 - Dec 3 1996,RG Samuels,16,46,https://www.espncricinfo.com/ci/content/player/52922.html
West Indies,Nov 29 - Dec 3 1996,BC Lara,1,10,https://www.espncricinfo.com/ci/content/player/52337.html
West Indies,Nov 29 - Dec 3 1996,CL Hooper,57,124,https://www.espncricinfo.com/ci/content/player/52066.html
West Indies,Nov 29 - Dec 3 1996,S Chanderpaul,71,68,https://www.espncricinfo.com/ci/content/player/51469.html
West Indies,Nov 29 - Dec 3 1996,JC Adams,5,20,https://www.espncricinfo.com/ci/content/player/51100.html
West Indies,Nov 29 - Dec 3 1996,CO Browne †,25,64,https://www.espncricinfo.com/ci/content/player/51232.html
West Indies,Nov 29 - Dec 3 1996,IR Bishop,0,2,https://www.espncricinfo.com/ci/content/player/51226.html
West Indies,Nov 29 - Dec 3 1996,CEL Ambrose,0,5,https://www.espncricinfo.com/ci/content/player/51107.html
West Indies,Nov 29 - Dec 3 1996,KCG Benjamin,4,11,https://www.espncricinfo.com/ci/content/player/51218.html
West Indies,Nov 29 - Dec 3 1996,CA Walsh (c),18,17,https://www.espncricinfo.com/ci/content/player/53216.html
