Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Jul 21-24 2010,SR Watson,5,19,https://www.espncricinfo.com/ci/content/player/8180.html
Australia,Jul 21-24 2010,SM Katich,13,21,https://www.espncricinfo.com/ci/content/player/6128.html
Australia,Jul 21-24 2010,RT Ponting (c),6,21,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Jul 21-24 2010,MJ Clarke,3,20,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Jul 21-24 2010,MEK Hussey,5,13,https://www.espncricinfo.com/ci/content/player/5939.html
Australia,Jul 21-24 2010,MJ North,16,33,https://www.espncricinfo.com/ci/content/player/6943.html
Australia,Jul 21-24 2010,TD Paine †,17,47,https://www.espncricinfo.com/ci/content/player/7252.html
Australia,Jul 21-24 2010,SPD Smith,10,8,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Jul 21-24 2010,MG Johnson,0,1,https://www.espncricinfo.com/ci/content/player/6033.html
Australia,Jul 21-24 2010,BW Hilfenhaus,3,16,https://www.espncricinfo.com/ci/content/player/5941.html
Australia,Jul 21-24 2010,DE Bollinger,2,2,https://www.espncricinfo.com/ci/content/player/4508.html
