Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Jan 2-5 2005,JL Langer,13,16,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Jan 2-5 2005,ML Hayden,26,57,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Jan 2-5 2005,RT Ponting (c),207,332,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Jan 2-5 2005,DR Martyn,67,134,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Jan 2-5 2005,MJ Clarke,35,50,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Jan 2-5 2005,AC Gilchrist †,113,120,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Jan 2-5 2005,SR Watson,31,62,https://www.espncricinfo.com/ci/content/player/8180.html
Australia,Jan 2-5 2005,SK Warne,16,26,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Jan 2-5 2005,JN Gillespie,0,2,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Jan 2-5 2005,GD McGrath,9,11,https://www.espncricinfo.com/ci/content/player/6565.html
Australia,Jan 2-5 2005,SCG MacGill,9,10,https://www.espncricinfo.com/ci/content/player/6441.html
