Country,Date,Name,Runs,Balls,Batsman Profile
India,Dec 14-18 2018,KL Rahul,2,17,https://www.espncricinfo.com/ci/content/player/422108.html
India,Dec 14-18 2018,M Vijay,0,12,https://www.espncricinfo.com/ci/content/player/237095.html
India,Dec 14-18 2018,CA Pujara,24,103,https://www.espncricinfo.com/ci/content/player/32540.html
India,Dec 14-18 2018,V Kohli (c),123,257,https://www.espncricinfo.com/ci/content/player/253802.html
India,Dec 14-18 2018,AM Rahane,51,105,https://www.espncricinfo.com/ci/content/player/277916.html
India,Dec 14-18 2018,GH Vihari,20,46,https://www.espncricinfo.com/ci/content/player/452044.html
India,Dec 14-18 2018,RR Pant †,36,50,https://www.espncricinfo.com/ci/content/player/931581.html
India,Dec 14-18 2018,Mohammed Shami,0,1,https://www.espncricinfo.com/ci/content/player/481896.html
India,Dec 14-18 2018,I Sharma,1,11,https://www.espncricinfo.com/ci/content/player/236779.html
India,Dec 14-18 2018,UT Yadav,4,31,https://www.espncricinfo.com/ci/content/player/376116.html
India,Dec 14-18 2018,JJ Bumrah,4,4,https://www.espncricinfo.com/ci/content/player/625383.html
