Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Aug 17-22 1992,MA Taylor,42,107,https://www.espncricinfo.com/ci/content/player/7924.html
Australia,Aug 17-22 1992,TM Moody,1,9,https://www.espncricinfo.com/ci/content/player/6628.html
Australia,Aug 17-22 1992,DC Boon,32,80,https://www.espncricinfo.com/ci/content/player/4169.html
Australia,Aug 17-22 1992,DM Jones,10,8,https://www.espncricinfo.com/ci/content/player/6044.html
Australia,Aug 17-22 1992,ME Waugh,5,20,https://www.espncricinfo.com/ci/content/player/8189.html
Australia,Aug 17-22 1992,AR Border (c),3,15,https://www.espncricinfo.com/ci/content/player/4174.html
Australia,Aug 17-22 1992,GRJ Matthews,6,6,https://www.espncricinfo.com/ci/content/player/6525.html
Australia,Aug 17-22 1992,IA Healy †,66,141,https://www.espncricinfo.com/ci/content/player/5628.html
Australia,Aug 17-22 1992,CJ McDermott,22,28,https://www.espncricinfo.com/ci/content/player/6551.html
Australia,Aug 17-22 1992,SK Warne,24,59,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Aug 17-22 1992,MR Whitney,13,57,https://www.espncricinfo.com/ci/content/player/8220.html
