Country,Date,Name,Overs,Maidens,Runs,Wickets,Bowler Profile
England,Jun 3-7 1993,CJ McDermott,30,9,76,0,https://www.espncricinfo.com/ci/content/player/6551.html
England,Jun 3-7 1993,MG Hughes,27.2,4,92,4,https://www.espncricinfo.com/ci/content/player/5726.html
England,Jun 3-7 1993,BP Julian,14,1,67,1,https://www.espncricinfo.com/ci/content/player/6056.html
England,Jun 3-7 1993,SK Warne,49,26,86,4,https://www.espncricinfo.com/ci/content/player/8166.html
