Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Aug 7-10 1997,MTG Elliott,69,117,https://www.espncricinfo.com/ci/content/player/5130.html
Australia,Aug 7-10 1997,MA Taylor (c),76,155,https://www.espncricinfo.com/ci/content/player/7924.html
Australia,Aug 7-10 1997,GS Blewett,50,115,https://www.espncricinfo.com/ci/content/player/4161.html
Australia,Aug 7-10 1997,ME Waugh,68,124,https://www.espncricinfo.com/ci/content/player/8189.html
Australia,Aug 7-10 1997,SR Waugh,75,102,https://www.espncricinfo.com/ci/content/player/8192.html
Australia,Aug 7-10 1997,RT Ponting,9,15,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Aug 7-10 1997,IA Healy †,16,18,https://www.espncricinfo.com/ci/content/player/5628.html
Australia,Aug 7-10 1997,SK Warne,0,5,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Aug 7-10 1997,PR Reiffel,26,45,https://www.espncricinfo.com/ci/content/player/7326.html
Australia,Aug 7-10 1997,JN Gillespie,18,34,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Aug 7-10 1997,GD McGrath,1,6,https://www.espncricinfo.com/ci/content/player/6565.html
