Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Feb 12-15 2016,JA Burns,0,4,https://www.espncricinfo.com/ci/content/player/326632.html
Australia,Feb 12-15 2016,DA Warner,5,7,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Feb 12-15 2016,UT Khawaja,140,216,https://www.espncricinfo.com/ci/content/player/215155.html
Australia,Feb 12-15 2016,SPD Smith (c),71,112,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Feb 12-15 2016,AC Voges,239,364,https://www.espncricinfo.com/ci/content/player/8119.html
Australia,Feb 12-15 2016,MR Marsh,0,2,https://www.espncricinfo.com/ci/content/player/272450.html
Australia,Feb 12-15 2016,PM Nevill †,32,94,https://www.espncricinfo.com/ci/content/player/6973.html
Australia,Feb 12-15 2016,PM Siddle,49,81,https://www.espncricinfo.com/ci/content/player/7898.html
Australia,Feb 12-15 2016,JR Hazlewood,8,10,https://www.espncricinfo.com/ci/content/player/288284.html
Australia,Feb 12-15 2016,NM Lyon,3,24,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Feb 12-15 2016,JM Bird,3,15,https://www.espncricinfo.com/ci/content/player/215152.html
