Country,Date,Name,Runs,Balls,Batsman Profile
Bangladesh,Jul 25-28 2003,Hannan Sarkar,76,136,https://www.espncricinfo.com/ci/content/player/55915.html
Bangladesh,Jul 25-28 2003,Javed Omar,26,58,https://www.espncricinfo.com/ci/content/player/55935.html
Bangladesh,Jul 25-28 2003,Habibul Bashar,46,79,https://www.espncricinfo.com/ci/content/player/55906.html
Bangladesh,Jul 25-28 2003,Mohammad Ashraful,0,5,https://www.espncricinfo.com/ci/content/player/55988.html
Bangladesh,Jul 25-28 2003,Sanwar Hossain,46,91,https://www.espncricinfo.com/ci/content/player/56107.html
Bangladesh,Jul 25-28 2003,Alok Kapali,5,14,https://www.espncricinfo.com/ci/content/player/56251.html
Bangladesh,Jul 25-28 2003,Khaled Mashud †,44,115,https://www.espncricinfo.com/ci/content/player/55954.html
Bangladesh,Jul 25-28 2003,Khaled Mahmud (c),0,1,https://www.espncricinfo.com/ci/content/player/55952.html
Bangladesh,Jul 25-28 2003,Tapash Baisya,25,48,https://www.espncricinfo.com/ci/content/player/56176.html
Bangladesh,Jul 25-28 2003,Mashrafe Mortaza,8,13,https://www.espncricinfo.com/ci/content/player/56007.html
Bangladesh,Jul 25-28 2003,Anwar Hossain Monir,0,3,https://www.espncricinfo.com/ci/content/player/56235.html
