Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Jan 2-6 2004,JL Langer,117,149,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Jan 2-6 2004,ML Hayden,67,88,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Jan 2-6 2004,RT Ponting,25,48,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Jan 2-6 2004,DR Martyn,7,45,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Jan 2-6 2004,SR Waugh (c),40,72,https://www.espncricinfo.com/ci/content/player/8192.html
Australia,Jan 2-6 2004,SM Katich,125,166,https://www.espncricinfo.com/ci/content/player/6128.html
Australia,Jan 2-6 2004,AC Gilchrist †,6,25,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Jan 2-6 2004,B Lee,0,12,https://www.espncricinfo.com/ci/content/player/6278.html
Australia,Jan 2-6 2004,JN Gillespie,47,113,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Jan 2-6 2004,NW Bracken,2,8,https://www.espncricinfo.com/ci/content/player/4185.html
Australia,Jan 2-6 2004,SCG MacGill,0,1,https://www.espncricinfo.com/ci/content/player/6441.html
