Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Aug 31 - Sep 3 2011,SR Watson,0,1,https://www.espncricinfo.com/ci/content/player/8180.html
Australia,Aug 31 - Sep 3 2011,PJ Hughes,28,51,https://www.espncricinfo.com/ci/content/player/272364.html
Australia,Aug 31 - Sep 3 2011,RT Ponting,4,9,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Aug 31 - Sep 3 2011,MJ Clarke (c),60,80,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Aug 31 - Sep 3 2011,MEK Hussey,15,37,https://www.espncricinfo.com/ci/content/player/5939.html
Australia,Aug 31 - Sep 3 2011,UT Khawaja,26,68,https://www.espncricinfo.com/ci/content/player/215155.html
Australia,Aug 31 - Sep 3 2011,BJ Haddin †,0,5,https://www.espncricinfo.com/ci/content/player/5560.html
Australia,Aug 31 - Sep 3 2011,MG Johnson,8,19,https://www.espncricinfo.com/ci/content/player/6033.html
Australia,Aug 31 - Sep 3 2011,RJ Harris,23,45,https://www.espncricinfo.com/ci/content/player/5779.html
Australia,Aug 31 - Sep 3 2011,TA Copeland,23,30,https://www.espncricinfo.com/ci/content/player/281974.html
Australia,Aug 31 - Sep 3 2011,NM Lyon,13,13,https://www.espncricinfo.com/ci/content/player/272279.html
