Country,Date,Name,Runs,Balls,Batsman Profile
West Indies,May 9-13 2003,CH Gayle,0,2,https://www.espncricinfo.com/ci/content/player/51880.html
West Indies,May 9-13 2003,DS Smith,37,74,https://www.espncricinfo.com/ci/content/player/52962.html
West Indies,May 9-13 2003,D Ganga,6,22,https://www.espncricinfo.com/ci/content/player/51872.html
West Indies,May 9-13 2003,VC Drakes,21,49,https://www.espncricinfo.com/ci/content/player/51655.html
West Indies,May 9-13 2003,BC Lara (c),68,94,https://www.espncricinfo.com/ci/content/player/52337.html
West Indies,May 9-13 2003,RR Sarwan,24,36,https://www.espncricinfo.com/ci/content/player/52969.html
West Indies,May 9-13 2003,S Chanderpaul,1,10,https://www.espncricinfo.com/ci/content/player/51469.html
West Indies,May 9-13 2003,RD Jacobs †,26,47,https://www.espncricinfo.com/ci/content/player/52199.html
West Indies,May 9-13 2003,OAC Banks,13,34,https://www.espncricinfo.com/ci/content/player/51258.html
West Indies,May 9-13 2003,M Dillon,12,24,https://www.espncricinfo.com/ci/content/player/51651.html
West Indies,May 9-13 2003,JJC Lawson,14,8,https://www.espncricinfo.com/ci/content/player/52413.html
