Country,Date,Name,Runs,Balls,Batsman Profile
England,Jan 2-6 2003,ME Trescothick,22,21,https://www.espncricinfo.com/ci/content/player/21585.html
England,Jan 2-6 2003,MP Vaughan,183,278,https://www.espncricinfo.com/ci/content/player/22182.html
England,Jan 2-6 2003,MA Butcher,34,66,https://www.espncricinfo.com/ci/content/player/9327.html
England,Jan 2-6 2003,N Hussain (c),72,181,https://www.espncricinfo.com/ci/content/player/14325.html
England,Jan 2-6 2003,RWT Key,14,26,https://www.espncricinfo.com/ci/content/player/15876.html
England,Jan 2-6 2003,JP Crawley,8,15,https://www.espncricinfo.com/ci/content/player/10870.html
England,Jan 2-6 2003,AJ Stewart †,38,82,https://www.espncricinfo.com/ci/content/player/20372.html
England,Jan 2-6 2003,RKJ Dawson,12,35,https://www.espncricinfo.com/ci/content/player/11848.html
England,Jan 2-6 2003,AR Caddick,8,26,https://www.espncricinfo.com/ci/content/player/10633.html
England,Jan 2-6 2003,MJ Hoggard,0,10,https://www.espncricinfo.com/ci/content/player/14236.html
England,Jan 2-6 2003,SJ Harmison,20,23,https://www.espncricinfo.com/ci/content/player/14054.html
