Country,Date,Name,Runs,Balls,Batsman Profile
England,Nov 23-27 2006,AJ Strauss,12,21,https://www.espncricinfo.com/ci/content/player/20387.html
England,Nov 23-27 2006,AN Cook,11,15,https://www.espncricinfo.com/ci/content/player/11728.html
England,Nov 23-27 2006,IR Bell,50,162,https://www.espncricinfo.com/ci/content/player/9062.html
England,Nov 23-27 2006,PD Collingwood,5,13,https://www.espncricinfo.com/ci/content/player/10772.html
England,Nov 23-27 2006,KP Pietersen,16,44,https://www.espncricinfo.com/ci/content/player/19296.html
England,Nov 23-27 2006,A Flintoff (c),0,3,https://www.espncricinfo.com/ci/content/player/12856.html
England,Nov 23-27 2006,GO Jones †,19,57,https://www.espncricinfo.com/ci/content/player/15501.html
England,Nov 23-27 2006,AF Giles,24,39,https://www.espncricinfo.com/ci/content/player/13368.html
England,Nov 23-27 2006,MJ Hoggard,0,6,https://www.espncricinfo.com/ci/content/player/14236.html
England,Nov 23-27 2006,SJ Harmison,0,5,https://www.espncricinfo.com/ci/content/player/14054.html
England,Nov 23-27 2006,JM Anderson,2,8,https://www.espncricinfo.com/ci/content/player/8608.html
