Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Aug 22-25 2019,MS Harris,19,39,https://www.espncricinfo.com/ci/content/player/434813.html
Australia,Aug 22-25 2019,DA Warner,0,2,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Aug 22-25 2019,UT Khawaja,23,38,https://www.espncricinfo.com/ci/content/player/215155.html
Australia,Aug 22-25 2019,M Labuschagne,80,187,https://www.espncricinfo.com/ci/content/player/787987.html
Australia,Aug 22-25 2019,TM Head,25,56,https://www.espncricinfo.com/ci/content/player/530011.html
Australia,Aug 22-25 2019,MS Wade,33,59,https://www.espncricinfo.com/ci/content/player/230193.html
Australia,Aug 22-25 2019,TD Paine (c) †,0,2,https://www.espncricinfo.com/ci/content/player/7252.html
Australia,Aug 22-25 2019,JL Pattinson,20,48,https://www.espncricinfo.com/ci/content/player/272465.html
Australia,Aug 22-25 2019,PJ Cummins,6,6,https://www.espncricinfo.com/ci/content/player/489889.html
Australia,Aug 22-25 2019,NM Lyon,9,17,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Aug 22-25 2019,JR Hazlewood,4,5,https://www.espncricinfo.com/ci/content/player/288284.html
