Country,Date,Name,Runs,Balls,Batsman Profile
India,Dec 26-30 1999,VVS Laxman,5,18,https://www.espncricinfo.com/ci/content/player/30750.html
India,Dec 26-30 1999,S Ramesh,4,21,https://www.espncricinfo.com/ci/content/player/33066.html
India,Dec 26-30 1999,R Dravid,9,36,https://www.espncricinfo.com/ci/content/player/28114.html
India,Dec 26-30 1999,SR Tendulkar (c),116,191,https://www.espncricinfo.com/ci/content/player/35320.html
India,Dec 26-30 1999,SC Ganguly,31,83,https://www.espncricinfo.com/ci/content/player/28779.html
India,Dec 26-30 1999,HH Kanitkar,11,21,https://www.espncricinfo.com/ci/content/player/30018.html
India,Dec 26-30 1999,MSK Prasad †,6,13,https://www.espncricinfo.com/ci/content/player/32346.html
India,Dec 26-30 1999,AB Agarkar,0,1,https://www.espncricinfo.com/ci/content/player/26184.html
India,Dec 26-30 1999,J Srinath,1,3,https://www.espncricinfo.com/ci/content/player/34105.html
India,Dec 26-30 1999,A Kumble,28,64,https://www.espncricinfo.com/ci/content/player/30176.html
India,Dec 26-30 1999,BKV Prasad,10,15,https://www.espncricinfo.com/ci/content/player/32345.html
