Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Mar 18-22 2005,JL Langer,46,100,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Mar 18-22 2005,ML Hayden,61,147,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Mar 18-22 2005,RT Ponting (c),9,30,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Mar 18-22 2005,DR Martyn,165,287,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Mar 18-22 2005,MJ Clarke,8,32,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Mar 18-22 2005,SM Katich,35,63,https://www.espncricinfo.com/ci/content/player/6128.html
Australia,Mar 18-22 2005,AC Gilchrist †,162,146,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Mar 18-22 2005,SK Warne,50,37,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Mar 18-22 2005,JN Gillespie,2,8,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Mar 18-22 2005,MS Kasprowicz,2,6,https://www.espncricinfo.com/ci/content/player/6126.html
