Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Dec 26-30 2003,JL Langer,14,29,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Dec 26-30 2003,ML Hayden,136,173,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Dec 26-30 2003,RT Ponting,257,458,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Dec 26-30 2003,AC Gilchrist †,14,29,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Dec 26-30 2003,DR Martyn,31,63,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Dec 26-30 2003,SR Waugh (c),19,69,https://www.espncricinfo.com/ci/content/player/8192.html
Australia,Dec 26-30 2003,SM Katich,29,58,https://www.espncricinfo.com/ci/content/player/6128.html
Australia,Dec 26-30 2003,B Lee,8,29,https://www.espncricinfo.com/ci/content/player/6278.html
Australia,Dec 26-30 2003,NW Bracken,1,5,https://www.espncricinfo.com/ci/content/player/4185.html
Australia,Dec 26-30 2003,BA Williams,10,11,https://www.espncricinfo.com/ci/content/player/8231.html
Australia,Dec 26-30 2003,SCG MacGill,0,1,https://www.espncricinfo.com/ci/content/player/6441.html
