Country,Date,Name,Runs,Balls,Batsman Profile
India,Dec 26-30 2003,A Chopra,48,138,https://www.espncricinfo.com/ci/content/player/27639.html
India,Dec 26-30 2003,V Sehwag,195,233,https://www.espncricinfo.com/ci/content/player/35263.html
India,Dec 26-30 2003,R Dravid,49,89,https://www.espncricinfo.com/ci/content/player/28114.html
India,Dec 26-30 2003,SR Tendulkar,0,1,https://www.espncricinfo.com/ci/content/player/35320.html
India,Dec 26-30 2003,SC Ganguly (c),37,63,https://www.espncricinfo.com/ci/content/player/28779.html
India,Dec 26-30 2003,VVS Laxman,19,86,https://www.espncricinfo.com/ci/content/player/30750.html
India,Dec 26-30 2003,PA Patel †,0,1,https://www.espncricinfo.com/ci/content/player/32242.html
India,Dec 26-30 2003,AB Agarkar,0,1,https://www.espncricinfo.com/ci/content/player/26184.html
India,Dec 26-30 2003,A Kumble,3,12,https://www.espncricinfo.com/ci/content/player/30176.html
India,Dec 26-30 2003,Z Khan,0,1,https://www.espncricinfo.com/ci/content/player/30102.html
India,Dec 26-30 2003,A Nehra,0,4,https://www.espncricinfo.com/ci/content/player/31820.html
