Country,Date,Name,Runs,Balls,Batsman Profile
India,Jan 13-15 2012,G Gambhir,31,82,https://www.espncricinfo.com/ci/content/player/28763.html
India,Jan 13-15 2012,V Sehwag,0,4,https://www.espncricinfo.com/ci/content/player/35263.html
India,Jan 13-15 2012,R Dravid,9,35,https://www.espncricinfo.com/ci/content/player/28114.html
India,Jan 13-15 2012,SR Tendulkar,15,25,https://www.espncricinfo.com/ci/content/player/35320.html
India,Jan 13-15 2012,VVS Laxman,31,86,https://www.espncricinfo.com/ci/content/player/30750.html
India,Jan 13-15 2012,V Kohli,44,81,https://www.espncricinfo.com/ci/content/player/253802.html
India,Jan 13-15 2012,MS Dhoni (c) †,12,22,https://www.espncricinfo.com/ci/content/player/28081.html
India,Jan 13-15 2012,R Vinay Kumar,5,4,https://www.espncricinfo.com/ci/content/player/35731.html
India,Jan 13-15 2012,Z Khan,2,11,https://www.espncricinfo.com/ci/content/player/30102.html
India,Jan 13-15 2012,I Sharma,3,8,https://www.espncricinfo.com/ci/content/player/236779.html
India,Jan 13-15 2012,UT Yadav,4,4,https://www.espncricinfo.com/ci/content/player/376116.html
