Country,Date,Name,Runs,Balls,Batsman Profile
Sri Lanka,Sep 22-26 1999,ST Jayasuriya (c),0,1,https://www.espncricinfo.com/ci/content/player/49209.html
Sri Lanka,Sep 22-26 1999,MS Atapattu,29,81,https://www.espncricinfo.com/ci/content/player/48124.html
Sri Lanka,Sep 22-26 1999,RP Arnold,50,127,https://www.espncricinfo.com/ci/content/player/48122.html
Sri Lanka,Sep 22-26 1999,PA de Silva,64,162,https://www.espncricinfo.com/ci/content/player/48462.html
Sri Lanka,Sep 22-26 1999,DPMD Jayawardene,46,110,https://www.espncricinfo.com/ci/content/player/49289.html
Sri Lanka,Sep 22-26 1999,A Ranatunga,10,26,https://www.espncricinfo.com/ci/content/player/50244.html
Sri Lanka,Sep 22-26 1999,RS Kaluwitharana †,25,50,https://www.espncricinfo.com/ci/content/player/49361.html
Sri Lanka,Sep 22-26 1999,WPUJC Vaas,41,58,https://www.espncricinfo.com/ci/content/player/50804.html
Sri Lanka,Sep 22-26 1999,HMRKB Herath,3,23,https://www.espncricinfo.com/ci/content/player/49178.html
Sri Lanka,Sep 22-26 1999,DNT Zoysa,1,9,https://www.espncricinfo.com/ci/content/player/51050.html
Sri Lanka,Sep 22-26 1999,M Muralitharan,7,2,https://www.espncricinfo.com/ci/content/player/49636.html
