Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Mar 31 - Apr 4 2006,ML Hayden,0,7,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Mar 31 - Apr 4 2006,MEK Hussey,89,197,https://www.espncricinfo.com/ci/content/player/5939.html
Australia,Mar 31 - Apr 4 2006,RT Ponting (c),20,32,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Mar 31 - Apr 4 2006,DR Martyn,101,208,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Mar 31 - Apr 4 2006,A Symonds,29,26,https://www.espncricinfo.com/ci/content/player/7702.html
Australia,Mar 31 - Apr 4 2006,AC Gilchrist †,0,1,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Mar 31 - Apr 4 2006,SK Warne,3,8,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Mar 31 - Apr 4 2006,B Lee,24,46,https://www.espncricinfo.com/ci/content/player/6278.html
Australia,Mar 31 - Apr 4 2006,SR Clark,10,13,https://www.espncricinfo.com/ci/content/player/4582.html
Australia,Mar 31 - Apr 4 2006,MS Kasprowicz,7,13,https://www.espncricinfo.com/ci/content/player/6126.html
