Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Aug 4-7 2005,JL Langer,82,154,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Aug 4-7 2005,ML Hayden,0,1,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Aug 4-7 2005,RT Ponting (c),61,76,https://www.espncricinfo.com/ci/content/player/7133.html
Australia,Aug 4-7 2005,DR Martyn,20,18,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Aug 4-7 2005,MJ Clarke,40,68,https://www.espncricinfo.com/ci/content/player/4578.html
Australia,Aug 4-7 2005,SM Katich,4,18,https://www.espncricinfo.com/ci/content/player/6128.html
Australia,Aug 4-7 2005,AC Gilchrist †,49,69,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Aug 4-7 2005,SK Warne,8,14,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Aug 4-7 2005,B Lee,6,10,https://www.espncricinfo.com/ci/content/player/6278.html
Australia,Aug 4-7 2005,JN Gillespie,7,37,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Aug 4-7 2005,MS Kasprowicz,0,1,https://www.espncricinfo.com/ci/content/player/6126.html
