Country,Date,Name,Runs,Balls,Batsman Profile
Pakistan,Jan 3-7 2017,Azhar Ali,11,54,https://www.espncricinfo.com/ci/content/player/39037.html
Pakistan,Jan 3-7 2017,Sharjeel Khan,40,38,https://www.espncricinfo.com/ci/content/player/227762.html
Pakistan,Jan 3-7 2017,Yasir Shah,13,93,https://www.espncricinfo.com/ci/content/player/43685.html
Pakistan,Jan 3-7 2017,Babar Azam,9,11,https://www.espncricinfo.com/ci/content/player/348144.html
Pakistan,Jan 3-7 2017,Younis Khan,13,31,https://www.espncricinfo.com/ci/content/player/43652.html
Pakistan,Jan 3-7 2017,Misbah-ul-Haq (c),38,98,https://www.espncricinfo.com/ci/content/player/41378.html
Pakistan,Jan 3-7 2017,Asad Shafiq,30,55,https://www.espncricinfo.com/ci/content/player/316397.html
Pakistan,Jan 3-7 2017,Sarfaraz Ahmed †,72,70,https://www.espncricinfo.com/ci/content/player/227760.html
Pakistan,Jan 3-7 2017,Wahab Riaz,12,9,https://www.espncricinfo.com/ci/content/player/43590.html
Pakistan,Jan 3-7 2017,Mohammad Amir,5,20,https://www.espncricinfo.com/ci/content/player/290948.html
Pakistan,Jan 3-7 2017,Imran Khan,0,4,https://www.espncricinfo.com/ci/content/player/316363.html
