Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Mar 4-7 2017,DA Warner,33,67,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Mar 4-7 2017,MT Renshaw,60,196,https://www.espncricinfo.com/ci/content/player/722303.html
Australia,Mar 4-7 2017,SPD Smith (c),8,52,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Mar 4-7 2017,SE Marsh,66,197,https://www.espncricinfo.com/ci/content/player/6683.html
Australia,Mar 4-7 2017,PSP Handscomb,16,30,https://www.espncricinfo.com/ci/content/player/334337.html
Australia,Mar 4-7 2017,MR Marsh,0,11,https://www.espncricinfo.com/ci/content/player/272450.html
Australia,Mar 4-7 2017,MS Wade †,40,113,https://www.espncricinfo.com/ci/content/player/230193.html
Australia,Mar 4-7 2017,MA Starc,26,52,https://www.espncricinfo.com/ci/content/player/311592.html
Australia,Mar 4-7 2017,SNJ O'Keefe,4,12,https://www.espncricinfo.com/ci/content/player/7069.html
Australia,Mar 4-7 2017,NM Lyon,0,1,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Mar 4-7 2017,JR Hazlewood,1,9,https://www.espncricinfo.com/ci/content/player/288284.html
