Country,Date,Name,Runs,Balls,Batsman Profile
England,Aug 11-15 2005,ME Trescothick,63,117,https://www.espncricinfo.com/ci/content/player/21585.html
England,Aug 11-15 2005,AJ Strauss,6,28,https://www.espncricinfo.com/ci/content/player/20387.html
England,Aug 11-15 2005,MP Vaughan (c),166,215,https://www.espncricinfo.com/ci/content/player/22182.html
England,Aug 11-15 2005,IR Bell,59,155,https://www.espncricinfo.com/ci/content/player/9062.html
England,Aug 11-15 2005,KP Pietersen,21,28,https://www.espncricinfo.com/ci/content/player/19296.html
England,Aug 11-15 2005,MJ Hoggard,4,10,https://www.espncricinfo.com/ci/content/player/14236.html
England,Aug 11-15 2005,A Flintoff,46,67,https://www.espncricinfo.com/ci/content/player/12856.html
England,Aug 11-15 2005,GO Jones †,42,51,https://www.espncricinfo.com/ci/content/player/15501.html
England,Aug 11-15 2005,AF Giles,0,6,https://www.espncricinfo.com/ci/content/player/13368.html
England,Aug 11-15 2005,SJ Harmison,10,11,https://www.espncricinfo.com/ci/content/player/14054.html
England,Aug 11-15 2005,SP Jones,0,4,https://www.espncricinfo.com/ci/content/player/15555.html
