Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Mar 22-25 2018,CT Bancroft,26,64,https://www.espncricinfo.com/ci/content/player/501011.html
Australia,Mar 22-25 2018,DA Warner,32,67,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Mar 22-25 2018,UT Khawaja,1,9,https://www.espncricinfo.com/ci/content/player/215155.html
Australia,Mar 22-25 2018,SPD Smith (c),7,21,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Mar 22-25 2018,SE Marsh,0,1,https://www.espncricinfo.com/ci/content/player/6683.html
Australia,Mar 22-25 2018,MR Marsh,16,28,https://www.espncricinfo.com/ci/content/player/272450.html
Australia,Mar 22-25 2018,TD Paine †,9,27,https://www.espncricinfo.com/ci/content/player/7252.html
Australia,Mar 22-25 2018,PJ Cummins,0,1,https://www.espncricinfo.com/ci/content/player/489889.html
Australia,Mar 22-25 2018,MA Starc,7,14,https://www.espncricinfo.com/ci/content/player/311592.html
Australia,Mar 22-25 2018,NM Lyon,0,0,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Mar 22-25 2018,JR Hazlewood,5,6,https://www.espncricinfo.com/ci/content/player/288284.html
