Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Mar 22-25 2018,CT Bancroft,77,103,https://www.espncricinfo.com/ci/content/player/501011.html
Australia,Mar 22-25 2018,DA Warner,30,14,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Mar 22-25 2018,UT Khawaja,5,22,https://www.espncricinfo.com/ci/content/player/215155.html
Australia,Mar 22-25 2018,SPD Smith (c),5,18,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Mar 22-25 2018,SE Marsh,26,63,https://www.espncricinfo.com/ci/content/player/6683.html
Australia,Mar 22-25 2018,MR Marsh,5,22,https://www.espncricinfo.com/ci/content/player/272450.html
Australia,Mar 22-25 2018,TD Paine †,34,84,https://www.espncricinfo.com/ci/content/player/7252.html
Australia,Mar 22-25 2018,PJ Cummins,4,40,https://www.espncricinfo.com/ci/content/player/489889.html
Australia,Mar 22-25 2018,MA Starc,2,5,https://www.espncricinfo.com/ci/content/player/311592.html
Australia,Mar 22-25 2018,NM Lyon,47,38,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Mar 22-25 2018,JR Hazlewood,10,14,https://www.espncricinfo.com/ci/content/player/288284.html
