Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Nov 1-5 1994,MJ Slater,74,135,https://www.espncricinfo.com/ci/content/player/7629.html
Australia,Nov 1-5 1994,MA Taylor (c),32,97,https://www.espncricinfo.com/ci/content/player/7924.html
Australia,Nov 1-5 1994,DC Boon,5,28,https://www.espncricinfo.com/ci/content/player/4169.html
Australia,Nov 1-5 1994,PA Emery †,8,26,https://www.espncricinfo.com/ci/content/player/5139.html
Australia,Nov 1-5 1994,ME Waugh,71,99,https://www.espncricinfo.com/ci/content/player/8189.html
Australia,Nov 1-5 1994,MG Bevan,91,223,https://www.espncricinfo.com/ci/content/player/4144.html
Australia,Nov 1-5 1994,JL Langer,69,142,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Nov 1-5 1994,SK Warne,33,95,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Nov 1-5 1994,CJ McDermott,29,31,https://www.espncricinfo.com/ci/content/player/6551.html
Australia,Nov 1-5 1994,TBA May,10,27,https://www.espncricinfo.com/ci/content/player/6534.html
Australia,Nov 1-5 1994,GD McGrath,3,3,https://www.espncricinfo.com/ci/content/player/6565.html
