Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Sep 12-15 2019,DA Warner,5,8,https://www.espncricinfo.com/ci/content/player/219889.html
Australia,Sep 12-15 2019,MS Harris,3,15,https://www.espncricinfo.com/ci/content/player/434813.html
Australia,Sep 12-15 2019,M Labuschagne,48,84,https://www.espncricinfo.com/ci/content/player/787987.html
Australia,Sep 12-15 2019,SPD Smith,80,145,https://www.espncricinfo.com/ci/content/player/267192.html
Australia,Sep 12-15 2019,MS Wade,19,31,https://www.espncricinfo.com/ci/content/player/230193.html
Australia,Sep 12-15 2019,MR Marsh,17,44,https://www.espncricinfo.com/ci/content/player/272450.html
Australia,Sep 12-15 2019,TD Paine (c) †,1,15,https://www.espncricinfo.com/ci/content/player/7252.html
Australia,Sep 12-15 2019,PJ Cummins,0,1,https://www.espncricinfo.com/ci/content/player/489889.html
Australia,Sep 12-15 2019,PM Siddle,18,39,https://www.espncricinfo.com/ci/content/player/7898.html
Australia,Sep 12-15 2019,NM Lyon,25,30,https://www.espncricinfo.com/ci/content/player/272279.html
Australia,Sep 12-15 2019,JR Hazlewood,1,1,https://www.espncricinfo.com/ci/content/player/288284.html
