Country,Date,Name,Runs,Balls,Batsman Profile
South Africa,Feb 22-24 2002,HH Gibbs,47,82,https://www.espncricinfo.com/ci/content/player/45224.html
South Africa,Feb 22-24 2002,G Kirsten,12,21,https://www.espncricinfo.com/ci/content/player/45813.html
South Africa,Feb 22-24 2002,AG Prince,28,49,https://www.espncricinfo.com/ci/content/player/46788.html
South Africa,Feb 22-24 2002,JH Kallis,8,19,https://www.espncricinfo.com/ci/content/player/45789.html
South Africa,Feb 22-24 2002,ND McKenzie,27,34,https://www.espncricinfo.com/ci/content/player/46208.html
South Africa,Feb 22-24 2002,HH Dippenaar,1,8,https://www.espncricinfo.com/ci/content/player/44708.html
South Africa,Feb 22-24 2002,MV Boucher (c) †,1,4,https://www.espncricinfo.com/ci/content/player/44111.html
South Africa,Feb 22-24 2002,N Boje,5,9,https://www.espncricinfo.com/ci/content/player/44091.html
South Africa,Feb 22-24 2002,M Ntini,0,1,https://www.espncricinfo.com/ci/content/player/46592.html
South Africa,Feb 22-24 2002,A Nel,0,2,https://www.espncricinfo.com/ci/content/player/46569.html
South Africa,Feb 22-24 2002,AA Donald,0,5,https://www.espncricinfo.com/ci/content/player/44716.html
