Country,Date,Name,Overs,Maidens,Runs,Wickets,Bowler Profile
New Zealand,Nov 28 - Dec 1 2008,B Lee,25,5,105,5,https://www.espncricinfo.com/ci/content/player/6278.html
New Zealand,Nov 28 - Dec 1 2008,SR Clark,10,5,22,0,https://www.espncricinfo.com/ci/content/player/4582.html
New Zealand,Nov 28 - Dec 1 2008,MG Johnson,15.1,7,29,3,https://www.espncricinfo.com/ci/content/player/6033.html
New Zealand,Nov 28 - Dec 1 2008,NM Hauritz,24,11,32,2,https://www.espncricinfo.com/ci/content/player/5593.html
