Country,Date,Name,Runs,Balls,Batsman Profile
Sri Lanka,Dec 26-30 1995,RS Mahanama,3,15,https://www.espncricinfo.com/ci/content/player/49626.html
Sri Lanka,Dec 26-30 1995,UC Hathurusingha,23,79,https://www.espncricinfo.com/ci/content/player/49125.html
Sri Lanka,Dec 26-30 1995,AP Gurusinha,27,85,https://www.espncricinfo.com/ci/content/player/49005.html
Sri Lanka,Dec 26-30 1995,PA de Silva,18,84,https://www.espncricinfo.com/ci/content/player/48462.html
Sri Lanka,Dec 26-30 1995,A Ranatunga (c),51,105,https://www.espncricinfo.com/ci/content/player/50244.html
Sri Lanka,Dec 26-30 1995,HP Tillakaratne,14,58,https://www.espncricinfo.com/ci/content/player/50744.html
Sri Lanka,Dec 26-30 1995,RS Kaluwitharana †,50,59,https://www.espncricinfo.com/ci/content/player/49361.html
Sri Lanka,Dec 26-30 1995,WPUJC Vaas,0,8,https://www.espncricinfo.com/ci/content/player/50804.html
Sri Lanka,Dec 26-30 1995,GP Wickramasinghe,10,23,https://www.espncricinfo.com/ci/content/player/50848.html
Sri Lanka,Dec 26-30 1995,M Muralitharan,11,11,https://www.espncricinfo.com/ci/content/player/49636.html
Sri Lanka,Dec 26-30 1995,KJ Silva,6,12,https://www.espncricinfo.com/ci/content/player/50429.html
