Country,Date,Name,Runs,Balls,Batsman Profile
Australia,Jul 1-3 2004,JL Langer,10,12,https://www.espncricinfo.com/ci/content/player/6256.html
Australia,Jul 1-3 2004,ML Hayden,2,6,https://www.espncricinfo.com/ci/content/player/5616.html
Australia,Jul 1-3 2004,MTG Elliott,0,3,https://www.espncricinfo.com/ci/content/player/5130.html
Australia,Jul 1-3 2004,DR Martyn,7,31,https://www.espncricinfo.com/ci/content/player/6513.html
Australia,Jul 1-3 2004,DS Lehmann,51,59,https://www.espncricinfo.com/ci/content/player/6285.html
Australia,Jul 1-3 2004,SM Katich,15,56,https://www.espncricinfo.com/ci/content/player/6128.html
Australia,Jul 1-3 2004,AC Gilchrist (c) †,80,123,https://www.espncricinfo.com/ci/content/player/5390.html
Australia,Jul 1-3 2004,SK Warne,1,5,https://www.espncricinfo.com/ci/content/player/8166.html
Australia,Jul 1-3 2004,JN Gillespie,16,45,https://www.espncricinfo.com/ci/content/player/5392.html
Australia,Jul 1-3 2004,MS Kasprowicz,15,39,https://www.espncricinfo.com/ci/content/player/6126.html
Australia,Jul 1-3 2004,GD McGrath,0,2,https://www.espncricinfo.com/ci/content/player/6565.html
